Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Sherre C.,5,2/19/2022,"I love grabbing an evening cocktail at The Outsider. Before this week, I had only been in the warmer months, but upon learning they cover the patio and have beautiful fireplaces when it's cold out, I had to get there for a winter evening. The fireplaces were beautiful and warm. The service was amazing!! Our waitress Maggie was extremely helpful and kind. She recommended some great drinks and was great to chat with. Now that I know it's so cozy in the winter, I can't wait to come back!",89,"Milwaukee, WI",1,1,0,0
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Ryan B.,3,05/03/2022,Visited this bar on a fantastic Saturday early evening. The rooftop is great and quite large. The drinks are good. Well prepared and decently priced. The small bites are also quite good. At first it seemed that the amount of people would be kept reasonable. All the spots were taken but the flow was managed. By 830 we wanted to just close our tab and it took 30min because the bar staff were completely overwhelmed. It was 3 deep standing and the bar and rooftop was packed. If the outdoor bar was open or more staff were present it would have been a 5/5 experience but it shouldn't take 30 min standing waiting just to close.,116,"Near North Side, Chicago, IL",0,0,0,0
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Libby H.,4,07/11/2021,"Nice upscale rooftop bar if you're looking to dress up a little and have a change of pace from the usual bars. The views are really pretty too especially with the sunset. Definitely don't go there hungry though, didn't realize the food  menu were bar snacks, but still good. The bartenders were very nice and cocktails were delicious. There's fire pits but some are reserved and some aren't. I went on the website to check if we needed reservations and it says parties under 8 is a first come first serve basis. I saw you could also reserve a fire pit but when I clicked on the option, the website said that option was unavailable, so I guess those people who were able to reserve one called the place. I would definitely do that for the future otherwise you're kind of waiting around hoping for someone to leave to take their spot by the open fire pits.",157,"Lyndhurst, VA",0,0,1,2
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Miss B.,4,3/20/2021,Come here for the drinks and atmosphere! Do not come here for the food!! The shishito peppers had no flavor and came with Mayo. I know what aioli tastes like and love aioli. This was plain Mayo. The truffle fries were fine. Very average and came with ketchup. The drinks were so fun! They had a special cocktail list for women's history month. The AOC was perfect for people who like gin and tonic. It had lychee on top. I would recommend the butterfly drink for a sweet desert drink. It had coconut cream in it and tasted very creamy and sweet.,102,"Atlanta, GA",0,1,1,1
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Cameron B.,5,3/19/2022,"I love this place. When I lived in Milwaukee, it was my go to spot. I'm visiting and made a point to go back because it's such a nice spot.",30,"Wayzata, MN",0,0,0,1
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Maila H.,5,08/03/2021,"Some friends asked us to meet them here for a round of sunset drinks recently.  It was cool that evening, so we all sat around the fire and let their amazing view was over us, along with the heat from the fire and the warmth from our cocktails ;-)I've never eaten food here, but their cocktail menu is quite elaborate and more than a bit on the pricey side.  That said, the drinks we enjoyed that night were the best I've had in Milwaukee in recent memory, so they were well worth the freight.Highly recommended!!",95,"Downey, CA",0,3,1,4
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Michael M.,4,04/02/2021,"Very good drinks here - though a little pricey. The food is good, but I kind of wish they had a full dinner menu instead of just bar snack types of items. Not that you couldn't make a meal out of some of the dishes, but they're mostly more focused on apps and not a very large selection. Definitely a step up from most bar food, but it is also good enough that it makes you wonder what they could do with a full menu. The ambiance is the real draw here. The view is great and in the winter - which is the only time we've been here - the outdoor space is really nice. There are fire pits and heaters to take the chill off. Very neat place for a few cocktails.",134,"New Berlin, WI",0,1,0,0
The Outsider,https://www.yelp.com/biz/the-outsider-milwaukee?osq=Bars,4,149,"Lounges, Cocktail Bars",2,3,Nu L.,4,8/31/2021,Great atmosphere and place to hangout with friends even on a late afternoon. The rooftop lounge is a great stop if you're looking for a more trendy night out in Milwaukee. Specialty cocktails were great as well. Only downside of my visit was the bartenders at the bar didn't seem to know much about the liquors. I asked them to see if they could customize a drink for me using more floral or herbal liquors. They asked if I knew which one given they had a very extensive liquor list on the menu. I didn't but usually from past experiences bartenders are able to recommend something.,106,"Milwaukee, WI",1,0,0,1
Lost Whale,https://www.yelp.com/biz/lost-whale-milwaukee?osq=Bars,4.5,59,Cocktail Bars,1,2,Beca M.,5,2/14/2022,We enjoyed the vibe of this bar! They have really cool specialty drinks and were quick to getting us our drinks. We had old fashions and they were great! I also got an Oops Not Berries and it was delicious and looked cute in the can they put it in. It was a relaxed bar but it is a bit dark in there. Overall we liked the music and enjoyed the drinks. Will definitely return,75,"Milwaukee, WI",1,1,0,1
Lost Whale,https://www.yelp.com/biz/lost-whale-milwaukee?osq=Bars,4.5,59,Cocktail Bars,1,2,Amber G.,5,2/21/2021,"Tl:dr Dan and Tripper are some of the most amazing guys and Ben, my husband, and I will be forever grateful and  intertwined with them!Where to start - Ben's old place of employment burnt to the ground in a horrible fire and after a couple of months of figuring out what to do - he had an interview at a brand new bar on the scene - Lost Whale. Not only were the owners thoughtful in what they wanted to create in the former Boone and Crocket space, they had specific ideas about water conservation and eco-friendly aspects of cocktails (even before the big fight against straws started!) They taught Ben and the rest of the staff from A to Z of the classics of cocktails, all while pushing the innovative limits of creative drink flavor combinations as well items to elevate drinks from the garnishes, to the glasses to the ice. Ben is now working in radio, but we've kept Lost Whale as our most active ""going out"" place. They handled Covid in the safest and most amazing way. They closed inside and went with selling cocktail kits. Then, they opened up the Pufferfish tiki tent in their backyard. During Covid when we were figuring out what to do, BEN AND I LITERALLY GOT MARRIED THERE.It was the most perfect place, since we had gotten engaged there the summer before and the tent was just the right size for our small Covid wedding party. The classic cocktails will always satisfy you (they have an old fashion that will make you go weak in the knees), all while Lost Whale is constantly looking to thrill and push the boundaries - incorporation of burned wood to trap smokiness in a glass, installation of a fancy highball machine and even a new gun that creates a bubble with vapor inside! Always using new technology, bringing new flavors and figuring out creative marketing and special things that make their drinks truly unique. We were just there for Valentine's Day with their incredibly safe social distanced inside (officially open) and went through nearly more than half the menu (thank goodness we ubered.) These are the type of local business owners that need our support now more than ever. They care, they're doing it right and they're creative.",383,"Bay View, Milwaukee, WI",0,5,2,6
Lost Whale,https://www.yelp.com/biz/lost-whale-milwaukee?osq=Bars,4.5,59,Cocktail Bars,1,2,Na X.,5,10/01/2021,Super super cute bar. Like it's amazing how cute this place is without being very tacky. The owners def spent time decorating and curating this space. It is a small bar but they do have a large patio space that has heaters and a back bar to serve more people.The bartender is very nice and they were attentive to my friend groups concerns. I came here for a friends birthday drink and it was fun and we had space still to allow other patrons to enjoy ourselves within our own space. Parking can be tight since it's just street parking but overall not a hastle.,105,"Milwaukee, WI",1,0,0,0
Lost Whale,https://www.yelp.com/biz/lost-whale-milwaukee?osq=Bars,4.5,59,Cocktail Bars,1,2,Keith L.,5,8/22/2021,"When I first came to Lost Whale I was just starting to learn about the different types of cocktails, normally I would prefer wine bars. However, the experience and bar is truly an unique experience. I have had the best drinks I have ever had in Milwaukee at this bar. The cocktails are very well thought out, from the ice to the garnishes. The bartenders are always friendly and care about the experience of their customers. This is why I keep coming back, I highly recommend this bar if you are looking to have some of the best tasting and creative cocktails over some conversations that will be lasting longer than expected due to the the perfectly atheistic interior. Thank you for your great service!",125,"Silver City, Milwaukee, WI",0,0,0,0
